id,mon,s,t
22369,"8,11,13,1,23,1",54,258
22370,"1,2,64,1,1033,1",54,258
22371,"0,3,2537,1",54,258
22372,"8,4,955,1",53,258
22373,"8,10,113,1",53,258
22374,"8,10,13,1,51,1",53,258
22375,"0,1,64,1,1076,1",53,258
22376,"64,1,1093,1",52,258
22377,"8,6,64,1,137,1",52,258
22378,"8,9,162,1",52,258
22379,"8,9,13,4",52,258
22380,"0,1,138,1,759,1",52,258
22381,"138,1,778,1",51,258
22382,"8,6,64,1,138,1",51,258
22383,"8,8,23,1,113,1",51,258
22384,"8,8,13,3,32,1",51,258
22385,"0,3,2539,1",51,258
22386,"8,1,64,2,237,1",50,258
22387,"8,6,557,1",50,258
22388,"8,7,13,4,23,1",50,258
22389,"8,9,9,1,101,1",50,258
22390,"1,1,5,1,64,2,244,1",50,258
22391,"8,1,64,2,238,1",49,258
22392,"8,6,559,1",49,258
22393,"8,6,13,4,51,1",49,258
22394,"8,8,9,1,13,1,80,1",49,258
22395,"0,1,8,2,64,1,623,1",49,258
22396,"16,1,1686,1",48,258
22397,"8,2,64,1,637,1",48,258
22398,"8,5,13,7",48,258
22399,"8,7,16,1,187,1",48,258
22400,"8,7,9,1,23,1,101,1",48,258
22401,"0,1,8,2,113,1,491,1",48,258
22402,"17,1,1686,1",47,258
22403,"8,2,138,1,404,1",47,258
22404,"8,4,13,6,32,1",47,258
22405,"8,6,9,1,13,1,23,1,80,1",47,258
22406,"8,7,16,1,188,1",47,258
22407,"0,1,8,1,17,1,138,1,278,1",47,258
22408,"2675,1",46,258
22409,"8,3,64,2,112,1",46,258
22410,"8,3,13,7,23,1",46,258
22411,"8,5,9,1,13,3,101,1",46,258
22412,"8,7,17,1,188,1",46,258
22413,"8,1,1990,1",45,258
22414,"8,2,13,7,51,1",45,258
22415,"8,3,64,2,113,1",45,258
22416,"8,4,9,1,13,4,80,1",45,258
22417,"8,6,17,1,267,1",45,258
22418,"8,1,13,10",44,258
22419,"8,2,1592,1",44,258
22420,"8,3,9,1,13,3,23,1,101,1",44,258
22421,"8,4,956,1",44,258
22422,"8,7,13,1,212,1",44,258
22423,"13,9,32,1",43,258
22424,"8,1,16,1,1366,1",43,258
22425,"8,2,9,1,13,4,23,1,80,1",43,258
22426,"8,4,957,1",43,258
22427,"8,6,13,2,188,1",43,258
22428,"13,9,33,1",42,258
22429,"8,1,9,1,13,6,101,1",42,258
22430,"8,2,1593,1",42,258
22431,"8,5,64,1,201,1",42,258
22432,"8,5,13,2,267,1",42,258
22433,"64,1,1094,1",41,258
22434,"9,1,13,7,80,1",41,258
22435,"8,2,1594,1",41,258
22436,"8,4,13,2,23,1,188,1",41,258
22437,"8,5,72,1,188,1",41,258
22438,"0,2,8,1,1926,1",41,258
22439,"8,1,1991,1",40,258
22440,"8,1,13,1,1482,1",40,258
22441,"8,3,13,4,212,1",40,258
22442,"8,5,738,1",40,258
22443,"0,9,2307,1",40,258
22444,"13,2,1366,1",39,258
22445,"8,1,1992,1",39,258
22446,"8,2,13,5,188,1",39,258
22447,"8,4,9,1,705,1",39,258
22448,"0,1,64,2,347,1",39,258
22449,"0,8,2340,1",39,258
22450,"2676,1",38,258
22451,"13,2,1367,1",38,258
22452,"13,4,23,1,303,1",38,258
22453,"8,1,1993,1",38,258
22454,"8,1,64,1,854,1",38,258
22455,"8,1,13,5,267,1",38,258
22456,"8,3,9,1,13,1,640,1",38,258
22457,"1,1,260,1,420,1",38,258
22458,"0,1,64,1,138,1,209,1",38,258
22459,"0,8,2342,1",38,258
22460,"2678,1",37,258
22461,"2677,1",37,258
22462,"13,5,23,1,188,1",37,258
22463,"9,1,13,4,472,1",37,258
22464,"8,2,64,1,638,1",37,258
22465,"8,2,9,1,13,1,80,1,212,1",37,258
22466,"0,3,2544,1",37,258
22467,"0,7,2381,1",37,258
22468,"0,9,2309,1",37,258
22469,"13,5,23,1,189,1",36,258
22470,"8,1,1996,1",36,258
22471,"8,1,9,1,13,2,80,1,188,1",36,258
22472,"8,3,187,2",36,258
22473,"0,1,64,2,349,1",36,258
22474,"0,2,2582,1",36,258
22475,"0,3,2546,1",36,258
22476,"9,1,1902,1",35,258
22477,"9,1,13,3,705,1",35,258
22478,"8,3,187,1,188,1",35,258
22479,"1,1,2583,1",35,258
22480,"1,1,2582,1",35,258
22481,"0,2,64,1,1063,1",35,258
22482,"0,4,2489,1",35,258
22483,"2680,1",34,258
22484,"2679,1",34,258
22485,"13,5,23,1,190,1",34,258
22486,"8,1,9,1,1539,1",34,258
22487,"8,3,188,2",34,258
22488,"1,1,64,1,1062,1",34,258
22489,"0,3,64,1,1051,1",34,258
22490,"0,4,2490,1",34,258
22491,"2681,1",33,258
22492,"9,1,1903,1",33,258
22493,"9,1,13,4,474,1",33,258
22494,"8,2,13,1,1148,1",33,258
22495,"3,1,2337,1",33,258
22496,"0,4,2492,1",33,258
22497,"13,3,959,1",32,258
22498,"8,1,1998,1",32,258
22499,"8,1,13,1,212,2",32,258
22500,"3,1,2339,1",32,258
22501,"0,1,8,1,224,1,324,1",32,258
22502,"0,2,7,1,1997,1",32,258
22503,"0,4,2494,1",32,258
22504,"13,2,188,1,212,1",31,258
22505,"9,1,13,1,1431,1",31,258
22506,"8,1,2000,1",31,258
22507,"1,1,7,1,1997,1",31,258
22508,"1,1,3,1,2277,1",31,258
22509,"1,2,2491,1",31,258
22510,"0,1,2630,1",31,258
22511,"0,1,8,1,225,1,324,1",31,258
22512,"0,2,2584,1",31,258
22513,"187,1,610,1",30,258
22514,"13,2,189,1,212,1",30,258
22515,"8,1,2002,1",30,258
22516,"3,2,2061,1",30,258
22517,"2,1,2491,1",30,258
22518,"0,1,8,1,1971,1",30,258
22519,"0,1,3,1,2309,1",30,258
22520,"0,4,2498,1",30,258
22521,"188,1,610,1",29,258
22522,"9,1,1906,1",29,258
22523,"9,1,13,2,1002,1",29,258
22524,"2,1,2495,1",29,258
22525,"2,1,2494,1",29,258
22526,"1,2,2497,1",29,258
22527,"1,2,2496,1",29,258
22528,"0,3,7,1,1971,1",29,258
22529,"13,2,188,1,213,1",28,258
22530,"8,1,2005,1",28,258
22531,"8,1,2004,1",28,258
22532,"2,1,2496,1",28,258
22533,"1,1,2585,1",28,258
22534,"1,2,2498,1",28,258
22535,"0,1,3,1,2315,1",28,258
22536,"0,1,3,2,2045,1",28,258
22537,"9,1,13,1,1434,1",27,258
22538,"8,1,2009,1",27,258
22539,"8,1,2006,1",27,258
22540,"1,1,7,1,2003,1",27,258
22541,"1,1,5,1,2067,1",27,258
22542,"0,1,2634,1",27,258
22543,"0,1,2633,1",27,258
22544,"0,1,7,1,2045,1",27,258
22545,"0,2,2588,1",27,258
22546,"0,2,2587,1",27,258
22547,"0,2,2586,1",27,258
22548,"2683,1",26,258
22549,"2682,1",26,258
22550,"13,1,1840,1",26,258
22551,"8,1,9,1,1548,1",26,258
22552,"0,1,2636,1",26,258
22553,"0,1,2635,1",26,258
22554,"0,2,2591,1",26,258
22555,"0,2,2589,1",26,258
22556,"2686,1",25,258
22557,"2685,1",25,258
22558,"2684,1",25,258
22559,"9,1,1913,1",25,258
22560,"0,2,2594,1",25,258
22561,"0,2,2593,1",25,258
22562,"0,2,2592,1",25,258
22563,"0,3,2560,1",25,258
22564,"2688,1",24,258
22565,"2687,1",24,258
22566,"3,1,2349,1",24,258
22567,"1,1,2592,1",24,258
22568,"0,1,2640,1",24,258
22569,"0,2,2598,1",24,258
22570,"0,4,299,1,324,1",24,258
22571,"72,1,1057,1",23,258
22572,"1,1,2597,1",23,258
22573,"0,2,2603,1",23,258
22574,"0,6,2431,1",23,258
22575,"0,6,2430,1",23,258
22576,"2689,1",22,258
22577,"67,1,1088,1",22,258
22578,"8,1,2012,1",22,258
22579,"7,1,2066,1",22,258
22580,"3,1,2355,1",22,258
22581,"0,1,2642,1",22,258
22582,"0,5,2475,1",22,258
22583,"0,6,2432,1",22,258
22584,"2691,1",21,258
22585,"2690,1",21,258
22586,"7,1,2068,1",21,258
22587,"0,1,2647,1",21,258
22588,"0,2,316,1,324,1",21,258
22589,"0,2,68,1,1057,1",21,258
22590,"0,3,2565,1",21,258
22591,"0,4,2522,1",21,258
22592,"0,5,2478,1",21,258
22593,"0,6,2433,1",21,258
22594,"2692,1",20,258
22595,"67,1,1091,1",20,258
22596,"1,1,7,1,2012,1",20,258
22597,"0,1,2653,1",20,258
22598,"0,1,2650,1",20,258
22599,"0,2,2612,1",20,258
22600,"0,2,2611,1",20,258
22601,"0,2,2,1,2430,1",20,258
22602,"0,5,2480,1",20,258
22603,"2693,1",19,258
22604,"13,1,23,1,83,1,324,1",19,258
22605,"0,1,2656,1",19,258
22606,"0,1,2655,1",19,258
22607,"0,1,2,1,2475,1",19,258
22608,"0,2,3,1,266,1,324,1",19,258
22609,"2695,1",18,258
22610,"2694,1",18,258
22611,"333,2",18,258
22612,"9,1,13,1,133,1,324,1",18,258
22613,"2,1,302,1,324,1",18,258
22614,"1,1,13,1,1801,1",18,258
22615,"0,1,2660,1",18,258
22616,"0,1,2659,1",18,258
22617,"0,2,3,1,267,1,324,1",18,258
22618,"2701,1",17,258
22619,"2700,1",17,258
22620,"2699,1",17,258
22621,"2698,1",17,258
22622,"2697,1",17,258
22623,"2696,1",17,258
22624,"0,1,2663,1",17,258
22625,"0,1,2662,1",17,258
22626,"0,1,324,1,328,1",17,258
22627,"0,1,2,1,2479,1",17,258
22628,"2709,1",16,258
22629,"2708,1",16,258
22630,"2707,1",16,258
22631,"2706,1",16,258
22632,"2705,1",16,258
22633,"2704,1",16,258
22634,"2703,1",16,258
22635,"2702,1",16,258
22636,"2716,1",15,258
22637,"2715,1",15,258
22638,"2714,1",15,258
22639,"2713,1",15,258
22640,"2712,1",15,258
22641,"2711,1",15,258
22642,"2710,1",15,258
22643,"0,2,2622,1",15,258
22644,"2723,1",14,258
22645,"2722,1",14,258
22646,"2721,1",14,258
22647,"2720,1",14,258
22648,"2719,1",14,258
22649,"2718,1",14,258
22650,"2717,1",14,258
22651,"1,1,2622,1",14,258
22652,"2728,1",13,258
22653,"2727,1",13,258
22654,"2726,1",13,258
22655,"2725,1",13,258
22656,"2724,1",13,258
22657,"324,1,335,1",13,258
22658,"0,3,314,1,324,1",13,258
22659,"2732,1",12,258
22660,"2731,1",12,258
22661,"2730,1",12,258
22662,"2729,1",12,258
22663,"324,1,336,1",12,258
22664,"1,1,321,1,324,1",12,258
22665,"2735,1",11,258
22666,"2734,1",11,258
22667,"2733,1",11,258
22668,"0,1,324,1,333,1",11,258
22669,"2736,1",10,258
22670,"324,1,338,1",10,258
22671,"0,1,2667,1",10,258
22672,"0,2,2625,1",10,258
22673,"0,1,2668,1",9,258
22674,"2737,1",7,258
22675,"0,2,324,2",4,258
22676,"1,1,324,2",3,258
22677,"0,2,2626,1",3,258
22678,"1,1,2626,1",2,258
22679,"0,259",259,259
22680,"0,1,2670,1",85,259
22681,"0,7,2400,1",84,259
22682,"0,1,8,2,1585,1",81,259
22683,"0,1,8,2,1586,1",80,259
22684,"0,4,2534,1",78,259
22685,"0,4,2535,1",77,259
22686,"1,2,2534,1",76,259
22687,"0,1,2671,1",75,259
22688,"0,1,2672,1",74,259
22689,"0,1,8,2,1587,1",71,259
22690,"0,1,8,2,1588,1",70,259
22691,"0,1,8,1,17,1,1361,1",69,259
22692,"0,29,1736,1",69,259
22693,"0,29,1737,1",68,259
22694,"0,2,8,1,1965,1",64,259
22695,"0,1,2673,1",63,259
22696,"1,1,2627,1",60,259
22697,"0,2,8,2,16,1,1033,1",60,259
22698,"0,2,8,2,17,1,1033,1",59,259
22699,"0,3,149,1,685,1",59,259
22700,"0,3,2579,1",58,259
22701,"0,5,64,1,1033,1",57,259
22702,"149,1,722,1",56,259
22703,"0,3,64,1,1059,1",56,259
22704,"0,5,138,1,725,1",56,259
22705,"2738,1",55,259
22706,"0,4,2537,1",55,259
22707,"8,1,2036,1",54,259
22708,"0,2,64,1,1076,1",54,259
22709,"8,1,2037,1",53,259
22710,"0,1,64,1,1093,1",53,259
22711,"0,2,138,1,759,1",53,259
22712,"8,2,149,1,343,1",52,259
22713,"8,2,1604,1",51,259
22714,"149,1,725,1",50,259
22715,"8,3,1287,1",50,259
22716,"8,3,1288,1",49,259
22717,"0,1,16,1,1686,1",49,259
22718,"0,2,8,2,113,1,491,1",49,259
22719,"245,1,491,1",48,259
22720,"8,4,149,1,160,1",48,259
22721,"0,1,17,1,1686,1",48,259
22722,"247,1,491,1",47,259
22723,"246,1,491,1",47,259
22724,"8,4,962,1",47,259
22725,"2739,1",46,259
22726,"8,1,16,1,149,1,260,1",46,259
22727,"8,5,753,1",46,259
22728,"2740,1",45,259
22729,"8,1,17,1,149,1,260,1",45,259
22730,"8,4,9,1,715,1",45,259
22731,"64,1,1102,1",44,259
22732,"8,2,1605,1",44,259
22733,"8,3,9,1,13,1,642,1",44,259
22734,"1,1,2628,1",44,259
22735,"2741,1",43,259
22736,"8,1,64,1,863,1",43,259
22737,"8,2,193,1,260,1",43,259
22738,"8,2,9,1,13,1,864,1",43,259
22739,"5,1,64,2,260,1",43,259
22740,"2742,1",42,259
22741,"8,1,9,1,13,2,784,1",42,259
22742,"8,2,64,1,642,1",42,259
22743,"8,4,963,1",42,259
22744,"9,1,13,3,715,1",41,259
22745,"8,2,1606,1",41,259
22746,"8,2,22,1,963,1",41,259
22747,"0,10,2307,1",41,259
22748,"8,1,260,1,278,1",40,259
22749,"8,2,149,1,348,1",40,259
22750,"8,2,23,1,963,1",40,259
22751,"1,1,5,1,2095,1",40,259
22752,"0,2,64,2,347,1",40,259
22753,"0,9,2340,1",40,259
22754,"8,1,2038,1",39,259
22755,"8,1,13,1,1503,1",39,259
22756,"8,3,1290,1",39,259
22757,"1,1,64,2,347,1",39,259
22758,"0,1,8,1,1993,1",39,259
22759,"0,2,64,1,138,1,209,1",39,259
22760,"0,9,2342,1",39,259
22761,"250,1,491,1",38,259
22762,"17,1,1720,1",38,259
22763,"13,3,963,1",38,259
22764,"13,8,75,1",38,259
22765,"8,3,166,1,209,1",38,259
22766,"0,1,2677,1",38,259
22767,"0,4,2544,1",38,259
22768,"0,8,2381,1",38,259
22769,"0,10,2309,1",38,259
22770,"2743,1",37,259
22771,"278,1,420,1",37,259
22772,"13,8,76,1",37,259
22773,"8,3,167,1,209,1",37,259
22774,"1,1,2629,1",37,259
22775,"0,2,64,2,349,1",37,259
22776,"0,3,2582,1",37,259
22777,"0,4,2546,1",37,259
22778,"8,1,209,1,380,1",36,259
22779,"8,1,9,1,1554,1",36,259
22780,"8,2,13,1,1170,1",36,259
22781,"1,2,2544,1",36,259
22782,"0,3,64,1,1063,1",36,259
22783,"0,5,2489,1",36,259
22784,"9,1,1930,1",35,259
22785,"8,1,260,1,280,1",35,259
22786,"8,1,13,2,1062,1",35,259
22787,"0,4,64,1,1051,1",35,259
22788,"0,5,2490,1",35,259
22789,"64,1,1104,1",34,259
22790,"13,1,1861,1",34,259
22791,"13,2,194,1,209,1",34,259
22792,"8,2,1608,1",34,259
22793,"0,1,3,1,2337,1",34,259
22794,"0,5,2492,1",34,259
22795,"72,1,1062,1",33,259
22796,"13,1,1862,1",33,259
22797,"13,3,67,1,286,1",33,259
22798,"8,1,9,1,1556,1",33,259
22799,"0,2,8,1,224,1,324,1",33,259
22800,"0,5,2494,1",33,259
22801,"13,4,677,1",32,259
22802,"9,1,209,1,346,1",32,259
22803,"8,1,209,1,382,1",32,259
22804,"1,2,2550,1",32,259
22805,"0,2,8,1,225,1,324,1",32,259
22806,"13,4,679,1",31,259
22807,"8,1,209,1,383,1",31,259
22808,"0,2,3,1,2309,1",31,259
22809,"0,5,2498,1",31,259
22810,"2744,1",30,259
22811,"13,1,1864,1",30,259
22812,"13,5,450,1",30,259
22813,"8,2,209,1,250,1",30,259
22814,"0,1,2,1,2494,1",30,259
22815,"0,4,7,1,1971,1",30,259
22816,"2746,1",29,259
22817,"2745,1",29,259
22818,"13,4,682,1",29,259
22819,"13,4,681,1",29,259
22820,"8,1,2045,1",29,259
22821,"8,2,1611,1",29,259
22822,"1,1,2631,1",29,259
22823,"0,1,8,1,2005,1",29,259
22824,"0,1,2,1,2496,1",29,259
22825,"2747,1",28,259
22826,"43,1,1386,1",28,259
22827,"9,1,13,2,75,1,288,1",28,259
22828,"8,1,9,1,1559,1",28,259
22829,"7,1,2100,1",28,259
22830,"1,1,2632,1",28,259
22831,"0,1,8,1,2006,1",28,259
22832,"0,2,7,1,2045,1",28,259
22833,"2748,1",27,259
22834,"75,1,1050,1",27,259
22835,"9,1,13,1,1445,1",27,259
22836,"0,1,2683,1",27,259
22837,"0,1,2682,1",27,259
22838,"0,2,2636,1",27,259
22839,"76,1,1050,1",26,259
22840,"13,1,1868,1",26,259
22841,"3,1,2383,1",26,259
22842,"3,2,2104,1",26,259
22843,"1,1,2635,1",26,259
22844,"0,1,2685,1",26,259
22845,"0,1,2684,1",26,259
22846,"0,4,2560,1",26,259
22847,"2751,1",25,259
22848,"2750,1",25,259
22849,"2749,1",25,259
22850,"23,1,1613,1",25,259
22851,"13,1,1869,1",25,259
22852,"7,1,2104,1",25,259
22853,"0,1,2687,1",25,259
22854,"0,1,3,1,2349,1",25,259
22855,"0,5,299,1,324,1",25,259
22856,"2753,1",24,259
22857,"2752,1",24,259
22858,"76,1,1052,1",24,259
22859,"67,1,1097,1",24,259
22860,"13,1,188,1,373,1",24,259
22861,"9,1,1944,1",24,259
22862,"7,1,2108,1",24,259
22863,"3,1,67,1,965,1",24,259
22864,"1,1,2640,1",24,259
22865,"1,1,2638,1",24,259
22866,"1,2,2560,1",24,259
22867,"0,7,2430,1",24,259
22868,"2760,1",23,259
22869,"2759,1",23,259
22870,"2758,1",23,259
22871,"2757,1",23,259
22872,"2756,1",23,259
22873,"2755,1",23,259
22874,"2754,1",23,259
22875,"190,1,619,1",23,259
22876,"13,1,188,1,376,1",23,259
22877,"3,1,2387,1",23,259
22878,"2,1,2560,1",23,259
22879,"0,1,67,1,1088,1",23,259
22880,"0,1,3,1,2355,1",23,259
22881,"0,7,2432,1",23,259
22882,"2761,1",22,259
22883,"13,1,1873,1",22,259
22884,"9,1,1948,1",22,259
22885,"3,1,2389,1",22,259
22886,"1,1,2645,1",22,259
22887,"1,1,2643,1",22,259
22888,"1,1,2642,1",22,259
22889,"0,1,2690,1",22,259
22890,"0,2,2647,1",22,259
22891,"0,5,2522,1",22,259
22892,"0,6,2478,1",22,259
22893,"0,7,2433,1",22,259
22894,"2763,1",21,259
22895,"2762,1",21,259
22896,"13,1,1875,1",21,259
22897,"13,1,190,1,373,1",21,259
22898,"8,1,2055,1",21,259
22899,"1,1,2647,1",21,259
22900,"0,1,2692,1",21,259
22901,"0,1,67,1,1091,1",21,259
22902,"0,2,2650,1",21,259
22903,"0,6,2480,1",21,259
22904,"2764,1",20,259
22905,"74,1,1055,1",20,259
22906,"9,1,1952,1",20,259
22907,"7,1,2110,1",20,259
22908,"2,1,2564,1",20,259
22909,"1,1,2651,1",20,259
22910,"1,1,2650,1",20,259
22911,"0,1,2693,1",20,259
22912,"0,2,2655,1",20,259
22913,"2767,1",19,259
22914,"2766,1",19,259
22915,"2765,1",19,259
22916,"324,1,347,1",19,259
22917,"324,1,346,1",19,259
22918,"74,1,1057,1",19,259
22919,"7,1,2113,1",19,259
22920,"1,1,2655,1",19,259
22921,"0,1,2695,1",19,259
22922,"0,1,2694,1",19,259
22923,"0,1,333,2",19,259
22924,"2771,1",18,259
22925,"2770,1",18,259
22926,"2769,1",18,259
22927,"2768,1",18,259
22928,"1,1,70,1,1057,1",18,259
22929,"0,1,2701,1",18,259
22930,"0,1,2699,1",18,259
22931,"0,1,2697,1",18,259
22932,"0,1,2696,1",18,259
22933,"0,2,2662,1",18,259
22934,"324,1,348,1",17,259
22935,"7,1,2115,1",17,259
22936,"1,1,2664,1",17,259
22937,"1,1,2662,1",17,259
22938,"1,1,324,1,328,1",17,259
22939,"0,1,2706,1",17,259
22940,"0,1,2705,1",17,259
22941,"0,1,2703,1",17,259
22942,"0,1,2702,1",17,259
22943,"2773,1",16,259
22944,"2772,1",16,259
22945,"324,1,350,1",16,259
22946,"2,2,287,1,324,1",16,259
22947,"1,1,2665,1",16,259
22948,"0,1,2714,1",16,259
22949,"0,1,2713,1",16,259
22950,"0,1,2711,1",16,259
22951,"0,1,2710,1",16,259
22952,"0,3,2622,1",16,259
22953,"2778,1",15,259
22954,"2777,1",15,259
22955,"2776,1",15,259
22956,"2775,1",15,259
22957,"2774,1",15,259
22958,"13,1,209,1,324,1",15,259
22959,"3,1,287,1,324,1",15,259
22960,"0,1,2722,1",15,259
22961,"0,1,2721,1",15,259
22962,"0,1,2720,1",15,259
22963,"0,1,2719,1",15,259
22964,"2781,1",14,259
22965,"2780,1",14,259
22966,"2779,1",14,259
22967,"67,1,75,1,324,1",14,259
22968,"0,1,2727,1",14,259
22969,"0,1,324,1,335,1",14,259
22970,"0,4,314,1,324,1",14,259
22971,"2784,1",13,259
22972,"2783,1",13,259
22973,"2782,1",13,259
22974,"0,1,2732,1",13,259
22975,"0,1,324,1,336,1",13,259
22976,"2785,1",12,259
22977,"324,1,351,1",12,259
22978,"0,1,2735,1",12,259
22979,"0,2,324,1,333,1",12,259
22980,"2786,1",11,259
22981,"0,1,2736,1",11,259
22982,"0,2,2667,1",11,259
22983,"324,1,352,1",9,259
22984,"2787,1",8,259
22985,"0,1,2737,1",8,259
22986,"2788,1",7,259
22987,"1,1,2669,1",6,259
22988,"0,3,324,2",5,259
22989,"0,3,2626,1",4,259
22990,"0,260",260,260
22991,"0,2,2670,1",86,260
22992,"1,1,2670,1",85,260
22993,"0,8,2400,1",85,260
22994,"0,2,8,2,1585,1",82,260
22995,"0,2,8,2,1586,1",81,260
22996,"0,5,2534,1",79,260
22997,"0,5,2535,1",78,260
22998,"0,2,2671,1",76,260
22999,"0,2,2672,1",75,260
23000,"2789,1",72,260
23001,"0,2,8,2,1588,1",71,260
23002,"2790,1",70,260
23003,"2791,1",69,260
23004,"0,30,1737,1",69,260
23005,"8,1,16,1,1395,1",68,260
23006,"8,1,17,1,1395,1",67,260
23007,"8,1,16,1,1396,1",66,260
23008,"8,2,1618,1",65,260
23009,"5,1,64,1,916,1",65,260
23010,"8,4,969,1",64,260
23011,"8,2,16,1,17,1,685,1",63,260
23012,"8,1,2057,1",62,260
23013,"8,3,31,1,686,1",62,260
23014,"1,1,2674,1",62,260
23015,"17,1,1734,1",61,260
23016,"8,4,970,1",61,260
23017,"2792,1",60,260
23018,"8,5,16,1,452,1",60,260
23019,"0,4,149,1,685,1",60,260
23020,"2793,1",59,260
23021,"8,5,17,1,452,1",59,260
23022,"0,4,2579,1",59,260
23023,"8,1,64,1,871,1",58,260
23024,"8,3,1301,1",58,260
23025,"8,5,49,1,245,1",58,260
23026,"1,2,149,1,685,1",58,260
23027,"0,6,64,1,1033,1",58,260
23028,"8,1,113,1,685,1",57,260
23029,"8,2,17,1,1076,1",57,260
23030,"8,6,572,1",57,260
23031,"0,4,64,1,1059,1",57,260
23032,"0,6,138,1,725,1",57,260
23033,"8,1,17,2,896,1",56,260
23034,"8,2,1619,1",56,260
23035,"8,8,244,1",56,260
23036,"0,5,2537,1",56,260
23037,"8,1,42,1,1076,1",55,260
23038,"8,2,1620,1",55,260
23039,"8,6,16,1,17,1,149,1",55,260
23040,"0,3,64,1,1076,1",55,260
23041,"8,3,64,1,488,1",54,260
23042,"8,5,759,1",54,260
23043,"8,8,245,1",54,260
23044,"8,3,138,1,257,1",53,260
23045,"8,4,17,1,623,1",53,260
23046,"8,8,247,1",53,260
23047,"16,1,64,1,725,1",52,260
23048,"8,3,17,2,516,1",52,260
23049,"8,4,971,1",52,260
23050,"8,9,166,1",52,260
23051,"16,1,138,1,491,1",51,260
23052,"8,3,42,1,623,1",51,260
23053,"8,4,972,1",51,260
23054,"8,9,167,1",51,260
23055,"0,1,149,1,725,1",51,260
23056,"17,1,138,1,491,1",50,260
23057,"8,5,64,1,206,1",50,260
23058,"8,7,380,1",50,260
23059,"8,8,248,1",50,260
23060,"0,2,16,1,1686,1",50,260
23061,"137,1,795,1",49,260
23062,"64,1,1121,1",49,260
23063,"8,5,113,1,149,1",49,260
23064,"8,6,17,1,278,1",49,260
23065,"8,7,13,1,219,1",49,260
23066,"0,1,245,1,491,1",49,260
23067,"0,2,17,1,1686,1",49,260
23068,"8,1,64,2,244,1",48,260
23069,"8,3,64,1,491,1",48,260
23070,"8,5,17,1,454,1",48,260
23071,"8,6,573,1",48,260
23072,"8,6,13,2,194,1",48,260
23073,"0,1,246,1,491,1",48,260
23074,"8,1,64,1,138,1,149,1",47,260
23075,"8,3,138,1,260,1",47,260
23076,"8,5,42,1,278,1",47,260
23077,"8,5,13,3,167,1",47,260
23078,"8,6,574,1",47,260
23079,"0,1,2739,1",47,260
23080,"8,1,64,2,245,1",46,260
23081,"8,1,16,1,17,1,897,1",46,260
23082,"8,4,13,3,248,1",46,260
23083,"8,6,9,1,346,1",46,260
23084,"8,7,382,1",46,260
23085,"0,1,2740,1",46,260
23086,"8,1,17,2,897,1",45,260
23087,"8,2,64,1,653,1",45,260
23088,"8,3,13,4,219,1",45,260
23089,"8,5,9,1,13,1,292,1",45,260
23090,"8,7,383,1",45,260
23091,"8,2,16,1,64,1,347,1",44,260
23092,"8,2,13,5,194,1",44,260
23093,"8,4,16,1,627,1",44,260
23094,"8,4,9,1,23,1,346,1",44,260
23095,"8,8,250,1",44,260
23096,"0,1,2741,1",44,260
23097,"8,1,13,6,167,1",43,260
23098,"8,2,16,1,138,1,209,1",43,260
23099,"8,3,9,1,13,1,23,1,292,1",43,260
23100,"8,4,17,1,627,1",43,260
23101,"8,7,384,1",43,260
23102,"0,1,2742,1",43,260
23103,"64,2,380,1",42,260
23104,"13,6,248,1",42,260
23105,"8,2,9,1,13,3,346,1",42,260
23106,"8,3,64,1,492,1",42,260
23107,"8,4,974,1",42,260
23108,"8,6,9,1,13,1,209,1",42,260
23109,"1,1,64,1,1094,1",42,260
23110,"0,11,2307,1",42,260
23111,"64,1,113,1,260,1",41,260
23112,"13,7,150,1",41,260
23113,"8,1,9,1,13,4,292,1",41,260
23114,"8,3,42,1,627,1",41,260
23115,"8,4,64,1,293,1",41,260
23116,"8,5,9,1,13,1,294,1",41,260
23117,"0,3,64,2,347,1",41,260
23118,"0,10,2340,1",41,260
23119,"9,1,13,3,23,1,346,1",40,260
23120,"8,1,2058,1",40,260
23121,"8,4,13,1,690,1",40,260
23122,"8,4,9,1,13,2,261,1",40,260
23123,"8,5,64,1,209,1",40,260
23124,"0,2,8,1,1993,1",40,260
23125,"0,3,64,1,138,1,209,1",40,260
23126,"0,10,2342,1",40,260
23127,"8,1,2059,1",39,260
23128,"8,3,13,1,901,1",39,260
23129,"8,3,9,1,13,2,423,1",39,260
23130,"8,5,760,1",39,260
23131,"0,1,250,1,491,1",39,260
23132,"0,2,2677,1",39,260
23133,"0,5,2544,1",39,260
23134,"0,9,2381,1",39,260
23135,"0,11,2309,1",39,260
23136,"64,2,382,1",38,260
23137,"8,2,64,1,655,1",38,260
23138,"8,2,13,1,23,1,690,1",38,260
23139,"8,2,9,1,13,4,209,1",38,260
23140,"8,5,761,1",38,260
23141,"0,1,2743,1",38,260
23142,"0,3,64,2,349,1",38,260
23143,"0,4,2582,1",38,260
23144,"0,5,2546,1",38,260
23145,"2794,1",37,260
23146,"64,2,383,1",37,260
23147,"13,3,975,1",37,260
23148,"8,1,13,2,1079,1",37,260
23149,"8,1,9,1,13,4,294,1",37,260
23150,"8,2,188,1,278,1",37,260
23151,"8,4,13,1,692,1",37,260
23152,"0,4,64,1,1063,1",37,260
23153,"0,6,2489,1",37,260
